CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
123162088,484.0,4.6,1,7
123187681,469.9,4.3,2,8
123225187,497.9,3.7,2,8
123236988,497.9,3.5,2,8
123252301,483.9,3.2,1,8
123262543,497.9,3.8,2,8
123285497,496.0,4.9,2,7
123319924,332.76,4.1,2,6
123344425,497.9,3.5,2,8
123346092,483.9,3.5,2,8
123361275,500.0,3.5,3,8
123365106,496.0,4.9,2,7
123373358,483.9,3.5,2,8
123390950,469.9,4.3,1,7
123416833,467.9,4.3,2,7
123417104,496.0,4.9,2,7
123435239,467.9,4.3,2,7
123456328,467.9,4.2,2,7
123518079,463.5,4.4,2,7
123532978,496.0,4.8,1,7
123555097,477.7,4.3,1,6
123605150,487.5,4.5,2,8
123605425,497.9,3.8,2,8
123636150,497.0,3.4,1,8
123652318,483.9,3.3,2,8
123654248,481.9,4.4,1,7
123658122,457.9,4.2,2,8
123675022,472.0,4.7,3,7
123677178,500.0,4.0,2,8
123692191,495.0,3.8,2,6
123760945,483.9,3.5,2,8
123775897,497.9,3.5,1,8
123811792,496.9,3.9,2,9
123824860,481.9,4.5,2,7
123825217,496.0,4.7,1,7
123848651,464.9,3.4,1,7
123851131,473.9,3.4,2,8
123863409,467.9,4.0,1,7
123880698,481.9,4.4,1,7
123883958,481.9,4.7,2,7
123911650,496.9,3.9,2,9
123924527,467.9,4.2,2,7
123950774,496.0,4.8,2,7
123952375,483.9,3.5,2,8
123966596,472.9,3.6,3,7
123973473,411.9,2.6,2,7
126510532,467.9,4.2,2,7
126510537,401.8,2.6,3,7
126510635,469.9,4.5,2,7
126657851,484.0,4.9,2,7
126688875,389.9,4.0,3,7
126689890,360.8,3.7,2,6
126689897,427.9,4.1,2,7
126689915,415.9,4.3,2,7
126689969,455.9,4.5,2,7
126689971,400.8,4.5,2,6
126689972,500.0,4.1,2,8
126713344,403.8,3.3,3,7
126713345,453.7,4.4,2,6
127256267,442.9,4.2,2,7
129137072,484.0,4.7,2,7
129137089,477.5,4.1,3,8
129137098,455.9,4.0,2,7
129137111,459.9,3.3,2,8
129137174,346.74,3.3,2,6
129137189,465.9,3.7,2,7
129137196,469.9,4.3,2,7
129239937,488.0,3.9,2,8
129240013,474.9,3.3,3,9
129263052,459.9,4.6,2,7
129280961,404.8,3.5,2,7
129281385,458.8,4.3,2,10
129281388,407.9,4.1,3,8
129281395,444.9,4.3,2,7
129281400,490.9,3.3,2,9
130205831,430.9,3.6,1,7
130225796,426.8,4.1,2,9
130226424,364.8,4.4,2,7
130226661,489.5,4.1,2,10
130227546,412.8,4.9,2,9
130227564,378.8,3.7,2,7
130279502,360.8,3.3,2,6
131745975,388.8,3.7,2,7
131748842,373.8,3.5,3,7
131748843,401.9,4.2,3,7
132024191,472.0,4.7,2,7
132024214,416.8,3.7,2,7
132164916,443.9,4.0,2,7
132164927,445.9,3.8,2,7
132164930,443.9,4.0,2,7
134144515,500.0,4.0,2,8
135175190,415.8,3.1,3,7
135201250,500.0,4.9,1,8
135201266,458.9,3.9,1,8
135201267,485.9,4.5,1,8
135201268,430.8,3.2,1,8
135201269,500.0,4.9,1,8
135201276,471.9,3.8,2,8
135201297,443.9,3.5,2,8
135201340,457.9,4.0,1,8
135201354,490.4,4.1,2,7
135201543,469.9,3.9,1,8
135201546,475.9,3.7,1,9
135201558,485.9,4.3,1,8
135201580,489.9,4.2,1,9
135201592,457.9,3.8,1,8
135201595,475.9,3.7,2,9
135201617,457.9,3.7,1,8
135201735,447.8,3.0,2,9
135201743,479.8,4.3,1,10
135236521,493.0,4.7,2,8
135236533,466.9,4.8,2,7
135236901,465.0,4.1,2,8
135236924,479.0,4.5,2,8
135237159,493.0,4.8,2,8
136045759,455.9,4.1,3,7
136478438,415.8,3.3,3,7
137010531,441.9,4.4,3,7
137124783,471.9,3.3,3,8
137419285,471.5,4.0,2,9
138460969,443.9,3.5,3,8
138716842,483.9,4.1,2,8
138747444,435.5,4.5,2,7
139342746,416.8,3.4,2,7
139342823,416.8,3.0,2,7
139342824,461.9,3.6,3,8
139394894,396.7,4.2,2,8
139466198,330.74,3.9,2,6
139478864,492.9,3.8,1,8
139479326,467.9,4.1,1,7
139479327,467.9,4.1,1,7
139479330,481.9,4.5,1,7
139479454,483.9,3.2,1,8
139479538,467.9,4.1,1,7
139666924,485.9,3.3,2,8
140107687,429.9,5.0,3,7
140255268,423.5,4.0,2,7
140612163,496.0,4.8,2,7
140723094,475.9,4.6,2,8
140723095,318.73,3.4,2,6
140723100,473.9,4.4,2,8
140723105,478.8,4.5,2,9
140802115,417.9,3.1,2,8
140802116,472.9,3.2,3,9
140802119,457.9,4.3,3,8
140802120,445.9,4.1,3,8
140802121,447.8,3.6,1,9
140958195,465.3,4.4,2,7
140958196,455.9,3.5,2,8
141113856,444.9,3.9,2,7
141238309,453.7,4.0,2,6
141277717,450.7,4.1,1,5
141277719,442.9,4.2,2,7
141284521,428.8,3.7,2,7
141284524,413.8,3.5,1,6
141284525,414.8,3.2,2,7
141288412,402.8,3.9,0,7
141288413,401.8,2.6,3,7
141288418,498.0,5.0,3,7
141288420,372.8,3.4,1,6
141288422,401.8,2.8,3,7
141288424,484.0,4.6,3,7
141296536,372.8,4.3,1,6
141296538,427.9,4.1,1,7
141351081,387.8,2.7,3,7
141376729,390.8,4.3,2,7
141376735,407.2,4.8,2,6
141401405,459.9,2.8,4,8
141401419,448.9,3.8,2,6
141401422,444.8,3.5,3,8
141402038,440.9,4.1,2,8
141402054,474.9,4.8,2,8
141402062,385.8,3.7,2,7
141402066,462.9,4.7,3,7
141424510,446.9,4.7,2,8
141440631,431.8,2.6,2,8
141440632,429.8,2.1,2,7
141440637,386.8,3.5,1,6
141440638,431.8,2.6,2,8
141440641,388.8,3.7,1,7
141440645,431.9,4.2,2,8
141448934,472.9,4.4,3,8
141448948,487.9,0.8,3,9
141463655,472.9,4.4,2,8
141463661,418.8,4.0,2,8
141463673,459.9,3.0,4,8
141463674,487.9,4.0,4,8
141465285,468.9,4.9,2,7
141536405,473.9,3.5,2,8
141536409,457.9,3.6,2,8
141536411,471.9,4.0,2,8
141536422,457.9,3.6,2,8
