CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
59248799,413.5,4.6,1,7
59248800,466.4,4.5,2,7
59248801,418.5,4.6,1,7
59359689,429.5,3.8,1,8
59359692,435.5,3.8,1,8
59359695,443.6,3.8,1,8
59359696,437.6,3.8,1,8
59359698,440.6,3.8,1,8
59359699,432.5,3.8,1,8
59369407,499.4,4.4,1,7
59772885,465.5,3.8,1,7
59779524,378.5,4.1,1,6
59837935,403.5,4.6,1,7
59837945,406.5,4.7,1,6
59837946,392.5,4.3,1,6
59837954,421.5,3.3,2,7
59837957,436.5,4.1,1,7
59837967,392.5,4.3,1,6
66815329,383.4,3.4,1,7
66924527,422.5,4.2,1,7
67560174,388.3,4.9,1,5
68678774,409.5,2.7,2,8
68861136,487.4,4.2,1,7
68863376,485.4,4.0,1,6
68863380,485.4,5.0,1,6
68903037,429.3,4.2,2,6
68961135,429.3,4.2,2,6
68964063,475.3,4.0,1,8
68964270,489.4,4.4,1,8
69038830,448.6,3.4,2,6
69053648,394.5,3.8,2,7
69197419,378.5,3.8,2,6
69197462,392.5,4.3,1,6
69365064,415.3,5.0,1,6
69366933,401.3,4.5,1,6
69463526,449.5,3.5,2,6
69464186,449.5,3.5,2,6
69556472,485.4,4.6,1,6
69603440,388.3,4.8,1,5
69897714,323.3,3.1,1,6
69951863,488.6,4.6,1,6
69955690,416.3,4.8,1,5
70003010,435.5,3.1,3,6
70026115,402.3,4.5,1,5
70026472,487.3,4.2,1,8
70795159,458.3,3.9,1,7
70810100,374.2,4.4,1,5
72574895,403.5,4.6,1,7
86590380,465.6,4.1,2,6
87291281,496.5,4.7,1,7
87520263,483.4,4.5,1,7
87520822,497.4,4.8,1,7
87610694,479.4,4.3,2,7
88163463,432.3,3.7,1,7
88163469,432.3,3.7,1,7
88973811,396.5,3.7,1,7
89059455,449.6,3.8,1,8
89081026,418.6,4.1,2,7
89848842,407.5,3.0,1,6
90063258,354.4,3.6,2,6
90237208,484.4,4.1,1,7
90309672,350.4,3.5,2,6
90337728,448.6,4.4,1,7
90393104,499.4,4.4,1,7
90827899,417.5,4.7,1,7
90845015,451.6,4.1,3,6
91167833,448.6,3.7,3,6
91281213,488.6,4.8,3,6
91502719,360.4,3.6,1,6
91584870,491.6,3.0,4,7
118112067,408.5,4.2,2,7
122628728,375.4,3.5,1,8
122628797,374.4,3.8,1,7
122628805,374.4,4.2,1,7
123605368,354.4,2.8,1,6
129263130,458.3,5.0,1,6
130252244,406.5,4.9,1,6
136060772,367.19,3.8,2,6
137527971,388.3,4.4,1,5
138467702,375.22,3.4,2,6
