CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
141523298,482.3,3.1,3,7
141751197,417.4,2.6,2,8
141764727,444.3,4.3,1,6
142686817,465.3,4.0,1,7
142707316,494.3,3.7,2,7
142717927,444.3,4.3,1,6
143189942,431.9,2.7,3,7
143189976,444.9,2.3,2,7
143189991,447.9,2.6,2,6
143189992,478.3,3.3,2,6
143189993,431.9,2.7,3,7
143189995,475.4,4.0,2,6
143189998,494.4,4.0,1,7
143190039,478.3,3.4,1,6
143190043,459.9,2.6,3,7
143190057,463.9,3.1,1,6
143190092,478.4,4.8,1,6
143190100,492.4,4.8,2,6
143190109,451.3,4.5,2,6
143190183,459.9,3.7,2,7
143481475,464.4,4.0,2,6
143859117,431.9,2.7,3,7
144564558,482.3,4.0,1,6
144702952,496.3,3.9,1,6
144712938,496.4,4.6,1,7
144800136,452.3,3.4,3,7
144887694,443.9,4.1,2,6
144887703,415.9,3.1,2,6
145611958,455.4,3.3,4,8
145611959,465.3,3.7,1,7
145639663,454.3,3.4,2,7
145639664,497.3,1.3,5,9
145639685,470.0,4.0,2,6
145639725,486.3,4.0,2,8
145639741,497.3,3.4,1,8
145656666,415.9,3.0,2,6
146185118,346.8,3.0,1,5
146185139,360.8,3.8,2,5
146185167,451.3,4.0,1,6
146351325,492.4,5.0,1,6
148815612,452.3,2.9,3,7
148815614,452.3,2.9,3,7
149381567,451.3,3.7,2,7
149550282,462.3,3.6,2,6
150492358,465.3,3.6,0,6
150574427,435.3,4.0,1,5
151182528,480.4,4.8,1,6
151274524,449.3,4.5,0,5
152276772,453.3,3.9,1,7
153217625,423.3,3.7,1,6
153667504,449.3,3.7,2,6
154548058,423.3,3.0,2,5
155215886,450.3,3.8,1,6
155330328,494.4,4.2,3,7
157663530,445.9,2.2,3,7
162295095,452.3,3.5,2,5
163595138,480.4,4.5,1,7
163699069,466.3,2.7,3,7
163705708,447.9,3.5,2,7
163706375,491.4,4.8,1,6
163846638,452.3,2.9,3,7
163936589,445.3,3.6,1,5
163986697,456.9,4.1,1,6
164087565,484.4,4.4,2,7
164119719,452.3,2.5,2,6
168844636,450.3,3.7,2,6
169237045,455.9,3.8,3,6
169790856,450.3,3.7,2,6
169906853,367.2,3.3,1,5
170286047,491.4,4.5,3,7
172510212,492.4,3.7,1,7
173922479,466.4,3.5,3,7
174733454,451.3,3.2,2,7
174986057,494.3,3.8,2,7
175092351,444.3,4.3,1,6
175163909,489.3,3.0,1,8
175163910,489.3,2.9,1,8
175163911,489.3,2.5,3,8
175464332,417.4,2.7,2,8
175464334,417.4,2.6,2,8
11611816,435.2,3.2,2,8
